tier,exit_day,exit_reason,gross_return,net_return,size_mult,success_label,good_trade,ugly_loser,year
SMALLER_YES,9,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2022
SMALLER_YES,12,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2022
CONFIDENT_YES,2,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,2,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,11,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,6,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,2,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,2,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2023
SMALLER_YES,3,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2023
CONFIDENT_YES,34,stop_loss,-0.08,-0.068425,0.85,True,True,False,2023
CONFIDENT_YES,17,stop_loss,-0.08,-0.068425,0.85,True,True,False,2023
SMALLER_YES,24,profit_target,0.05,0.019800000000000005,0.4,False,False,False,2023
CONFIDENT_YES,9,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,56,profit_target,0.05,0.042075,0.85,False,False,False,2023
CONFIDENT_YES,11,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,25,stop_loss,-0.08,-0.068425,0.85,True,True,False,2023
SMALLER_YES,5,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,2,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,21,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,9,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2023
SMALLER_YES,20,stop_loss,-0.08,-0.0483,0.6,True,True,False,2023
SMALLER_YES,2,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,21,stop_loss,-0.08,-0.0483,0.6,True,True,False,2023
SMALLER_YES,5,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,2,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,2,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,37,stop_loss,-0.08,-0.0483,0.6,True,True,False,2023
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,2,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,30,stop_loss,-0.08,-0.0322,0.4,True,True,False,2023
SMALLER_YES,17,stop_loss,-0.08,-0.0322,0.4,True,True,False,2023
CONFIDENT_YES,55,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,9,stop_loss,-0.08,-0.068425,0.85,True,False,False,2023
CONFIDENT_YES,10,stop_loss,-0.08,-0.068425,0.85,True,False,True,2023
CONFIDENT_YES,11,stop_loss,-0.08,-0.068425,0.85,True,True,False,2023
CONFIDENT_YES,13,stop_loss,-0.08,-0.068425,0.85,True,True,False,2023
SMALLER_YES,17,stop_loss,-0.08,-0.0322,0.4,True,True,False,2023
SMALLER_YES,5,profit_target,0.05,0.019800000000000005,0.4,True,False,True,2023
CONFIDENT_YES,8,ugly_loss_stop,-0.12,-0.10242499999999999,0.85,False,False,True,2023
SMALLER_YES,32,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,4,stop_loss,-0.08,-0.0483,0.6,False,False,True,2023
SMALLER_YES,27,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,2,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2023
SMALLER_YES,8,stop_loss,-0.08,-0.0322,0.4,True,True,False,2023
SMALLER_YES,11,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,30,stop_loss,-0.08,-0.0322,0.4,True,True,False,2023
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2023
SMALLER_YES,3,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2023
SMALLER_YES,17,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2023
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2023
SMALLER_YES,6,ugly_loss_stop,-0.12,-0.07229999999999999,0.6,True,False,True,2023
CONFIDENT_YES,9,stop_loss,-0.08,-0.068425,0.85,True,True,False,2023
SMALLER_YES,26,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,32,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2023
SMALLER_YES,30,stop_loss,-0.08,-0.0483,0.6,True,True,False,2023
SMALLER_YES,15,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,60,max_hold,0.0090407386813022,0.00512444320878132,0.6,True,True,False,2023
SMALLER_YES,60,max_hold,-0.023946043545965124,-0.014667626127579074,0.6,True,True,False,2023
SMALLER_YES,7,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
CONFIDENT_YES,20,stop_loss,-0.08,-0.068425,0.85,True,True,False,2023
SMALLER_YES,7,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,31,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2023
SMALLER_YES,5,stop_loss,-0.08,-0.0483,0.6,True,False,False,2023
CONFIDENT_YES,7,profit_target,0.05,0.042075,0.85,True,True,False,2023
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,5,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
CONFIDENT_YES,8,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,14,profit_target,0.05,0.042075,0.85,True,True,False,2023
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,6,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,2,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,34,ugly_loss_stop,-0.12,-0.07229999999999999,0.6,True,True,False,2023
SMALLER_YES,6,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
CONFIDENT_YES,34,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,27,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,21,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2023
SMALLER_YES,7,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2023
CONFIDENT_YES,2,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,2,profit_target,0.05,0.042075,0.85,True,False,False,2023
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,6,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2023
SMALLER_YES,2,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
CONFIDENT_YES,6,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,5,ugly_loss_stop,-0.12,-0.10242499999999999,0.85,True,False,True,2023
CONFIDENT_YES,23,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,44,stop_loss,-0.08,-0.068425,0.85,True,True,False,2023
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2023
SMALLER_YES,15,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,11,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,12,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,4,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,9,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2023
SMALLER_YES,4,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2023
CONFIDENT_YES,9,profit_target,0.05,0.042075,0.85,True,True,False,2023
SMALLER_YES,18,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2023
CONFIDENT_YES,18,ugly_loss_stop,-0.12,-0.10242499999999999,0.85,True,True,False,2023
SMALLER_YES,6,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,5,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,11,stop_loss,-0.08,-0.0483,0.6,True,True,False,2023
SMALLER_YES,12,stop_loss,-0.08,-0.0483,0.6,True,False,False,2023
SMALLER_YES,20,stop_loss,-0.08,-0.0483,0.6,True,True,False,2023
SMALLER_YES,27,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
CONFIDENT_YES,41,stop_loss,-0.08,-0.068425,0.85,True,True,False,2023
SMALLER_YES,9,stop_loss,-0.08,-0.0483,0.6,False,False,False,2023
SMALLER_YES,13,stop_loss,-0.08,-0.0322,0.4,True,True,False,2023
SMALLER_YES,6,stop_loss,-0.08,-0.0322,0.4,True,True,False,2023
CONFIDENT_YES,6,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,14,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,6,profit_target,0.05,0.042075,0.85,True,True,False,2023
SMALLER_YES,29,stop_loss,-0.08,-0.0483,0.6,True,True,False,2023
SMALLER_YES,9,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,54,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,29,stop_loss,-0.08,-0.068425,0.85,True,True,False,2023
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,6,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,8,stop_loss,-0.08,-0.068425,0.85,True,True,False,2023
SMALLER_YES,8,stop_loss,-0.08,-0.0322,0.4,True,False,True,2023
SMALLER_YES,9,stop_loss,-0.08,-0.0322,0.4,True,False,False,2023
CONFIDENT_YES,19,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,19,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,15,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,28,stop_loss,-0.08,-0.068425,0.85,True,True,False,2023
CONFIDENT_YES,16,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,17,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,4,stop_loss,-0.08,-0.068425,0.85,True,False,False,2023
SMALLER_YES,4,stop_loss,-0.08,-0.0483,0.6,False,False,False,2023
SMALLER_YES,8,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
SMALLER_YES,3,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2023
SMALLER_YES,12,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2023
SMALLER_YES,5,profit_target,0.05,0.019800000000000005,0.4,True,False,False,2023
CONFIDENT_YES,22,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,3,stop_loss,-0.08,-0.068425,0.85,True,False,False,2023
SMALLER_YES,5,stop_loss,-0.08,-0.0322,0.4,True,False,True,2023
CONFIDENT_YES,9,stop_loss,-0.08,-0.068425,0.85,True,True,False,2023
SMALLER_YES,10,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2023
SMALLER_YES,6,stop_loss,-0.08,-0.0322,0.4,True,False,False,2023
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2023
SMALLER_YES,3,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2023
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2023
SMALLER_YES,20,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2023
SMALLER_YES,4,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2023
SMALLER_YES,3,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2023
CONFIDENT_YES,46,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,8,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,32,ugly_loss_stop,-0.12,-0.10242499999999999,0.85,True,True,False,2023
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,23,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,18,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,37,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,2,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,7,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,18,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,10,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,44,profit_target,0.05,0.042075,0.85,False,False,False,2023
CONFIDENT_YES,12,profit_target,0.05,0.042075,0.85,True,True,False,2023
SMALLER_YES,12,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2023
CONFIDENT_YES,18,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,10,stop_loss,-0.08,-0.068425,0.85,True,True,False,2023
CONFIDENT_YES,19,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,20,profit_target,0.05,0.042075,0.85,True,True,False,2023
CONFIDENT_YES,60,max_hold,-0.03923219785301335,-0.03377236817506135,0.85,True,True,False,2023
CONFIDENT_YES,12,stop_loss,-0.08,-0.068425,0.85,True,False,False,2023
CONFIDENT_YES,18,stop_loss,-0.08,-0.068425,0.85,True,True,False,2023
CONFIDENT_YES,8,stop_loss,-0.08,-0.068425,0.85,True,True,False,2024
CONFIDENT_YES,8,ugly_loss_stop,-0.12,-0.10242499999999999,0.85,False,False,True,2024
CONFIDENT_YES,32,stop_loss,-0.08,-0.068425,0.85,True,True,False,2024
SMALLER_YES,57,stop_loss,-0.08,-0.0483,0.6,False,False,False,2024
CONFIDENT_YES,20,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,10,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,10,profit_target,0.05,0.042075,0.85,True,True,False,2024
SMALLER_YES,60,max_hold,-0.046233552824130296,-0.018693421129652117,0.4,False,False,False,2024
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,7,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,7,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,22,profit_target,0.05,0.042075,0.85,True,True,False,2024
SMALLER_YES,6,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
SMALLER_YES,5,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2024
SMALLER_YES,8,stop_loss,-0.08,-0.0483,0.6,True,False,False,2024
SMALLER_YES,7,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
CONFIDENT_YES,52,profit_target,0.05,0.042075,0.85,True,True,False,2024
SMALLER_YES,26,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
SMALLER_YES,11,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2024
SMALLER_YES,20,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
CONFIDENT_YES,15,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,15,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,11,stop_loss,-0.08,-0.068425,0.85,True,True,False,2024
CONFIDENT_YES,3,stop_loss,-0.08,-0.068425,0.85,True,False,False,2024
CONFIDENT_YES,56,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,13,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,17,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,8,profit_target,0.05,0.042075,0.85,True,True,False,2024
SMALLER_YES,2,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
CONFIDENT_YES,36,profit_target,0.05,0.042075,0.85,True,True,False,2024
SMALLER_YES,44,stop_loss,-0.08,-0.0483,0.6,True,True,False,2024
SMALLER_YES,2,profit_target,0.05,0.029699999999999997,0.6,True,False,True,2024
SMALLER_YES,36,stop_loss,-0.08,-0.0322,0.4,True,True,False,2024
SMALLER_YES,12,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2024
SMALLER_YES,25,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2024
SMALLER_YES,7,stop_loss,-0.08,-0.0322,0.4,True,False,False,2024
SMALLER_YES,46,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2024
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
SMALLER_YES,4,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
SMALLER_YES,5,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
CONFIDENT_YES,3,profit_target,0.05,0.042075,0.85,True,True,False,2024
SMALLER_YES,2,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
SMALLER_YES,2,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2024
CONFIDENT_YES,18,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,8,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,2,profit_target,0.05,0.042075,0.85,True,True,False,2024
SMALLER_YES,13,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2024
CONFIDENT_YES,56,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,7,profit_target,0.05,0.042075,0.85,True,True,False,2024
SMALLER_YES,4,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2024
CONFIDENT_YES,29,profit_target,0.05,0.042075,0.85,True,True,False,2024
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
CONFIDENT_YES,33,profit_target,0.05,0.042075,0.85,True,True,False,2024
SMALLER_YES,38,stop_loss,-0.08,-0.0322,0.4,False,False,False,2024
CONFIDENT_YES,24,profit_target,0.05,0.042075,0.85,True,True,False,2024
SMALLER_YES,9,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
CONFIDENT_YES,8,stop_loss,-0.08,-0.068425,0.85,False,False,False,2024
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,30,profit_target,0.05,0.042075,0.85,True,True,False,2024
SMALLER_YES,28,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2024
SMALLER_YES,60,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
SMALLER_YES,4,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
SMALLER_YES,5,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
CONFIDENT_YES,2,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,15,profit_target,0.05,0.042075,0.85,True,True,False,2024
SMALLER_YES,22,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,10,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,18,stop_loss,-0.08,-0.068425,0.85,True,True,False,2024
CONFIDENT_YES,12,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,11,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,13,profit_target,0.05,0.042075,0.85,True,True,False,2024
SMALLER_YES,11,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
SMALLER_YES,4,stop_loss,-0.08,-0.0322,0.4,True,False,True,2024
SMALLER_YES,4,stop_loss,-0.08,-0.0322,0.4,True,False,True,2024
CONFIDENT_YES,4,stop_loss,-0.08,-0.068425,0.85,True,False,True,2024
SMALLER_YES,6,stop_loss,-0.08,-0.0322,0.4,True,False,True,2024
SMALLER_YES,2,profit_target,0.05,0.019800000000000005,0.4,True,False,False,2024
SMALLER_YES,2,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2024
CONFIDENT_YES,7,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,6,stop_loss,-0.08,-0.068425,0.85,True,False,False,2024
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,11,profit_target,0.05,0.042075,0.85,True,True,False,2024
SMALLER_YES,4,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2024
CONFIDENT_YES,6,ugly_loss_stop,-0.12,-0.10242499999999999,0.85,True,False,True,2024
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,10,stop_loss,-0.08,-0.068425,0.85,True,False,False,2024
SMALLER_YES,3,stop_loss,-0.08,-0.0483,0.6,True,False,True,2024
SMALLER_YES,7,stop_loss,-0.08,-0.0483,0.6,True,False,True,2024
SMALLER_YES,4,stop_loss,-0.08,-0.0483,0.6,True,False,True,2024
SMALLER_YES,4,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
SMALLER_YES,6,stop_loss,-0.08,-0.0483,0.6,True,False,False,2024
SMALLER_YES,2,stop_loss,-0.08,-0.0483,0.6,True,False,True,2024
SMALLER_YES,2,stop_loss,-0.08,-0.0322,0.4,True,True,False,2024
CONFIDENT_YES,23,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,18,profit_target,0.05,0.042075,0.85,True,True,False,2024
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
SMALLER_YES,7,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
SMALLER_YES,5,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
SMALLER_YES,4,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2024
SMALLER_YES,4,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2024
SMALLER_YES,9,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2024
SMALLER_YES,12,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2024
CONFIDENT_YES,9,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,9,stop_loss,-0.08,-0.068425,0.85,True,False,False,2024
CONFIDENT_YES,7,ugly_loss_stop,-0.12,-0.10242499999999999,0.85,True,False,False,2024
CONFIDENT_YES,5,stop_loss,-0.08,-0.068425,0.85,True,False,True,2024
CONFIDENT_YES,4,stop_loss,-0.08,-0.068425,0.85,True,True,False,2024
CONFIDENT_YES,5,stop_loss,-0.08,-0.068425,0.85,True,False,False,2024
CONFIDENT_YES,8,ugly_loss_stop,-0.12,-0.10242499999999999,0.85,True,False,True,2024
CONFIDENT_YES,2,stop_loss,-0.08,-0.068425,0.85,True,False,True,2024
SMALLER_YES,6,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
SMALLER_YES,4,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
CONFIDENT_YES,7,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,23,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,9,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,5,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,36,stop_loss,-0.08,-0.068425,0.85,True,True,False,2024
SMALLER_YES,4,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
CONFIDENT_YES,10,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,6,profit_target,0.05,0.042075,0.85,True,True,False,2024
SMALLER_YES,5,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
SMALLER_YES,3,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
SMALLER_YES,17,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2024
SMALLER_YES,4,ugly_loss_stop,-0.12,-0.0482,0.4,True,False,False,2024
SMALLER_YES,14,stop_loss,-0.08,-0.0483,0.6,False,False,False,2024
SMALLER_YES,9,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2024
SMALLER_YES,9,profit_target,0.05,0.019800000000000005,0.4,True,True,False,2024
CONFIDENT_YES,16,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,12,stop_loss,-0.08,-0.068425,0.85,True,True,False,2024
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,8,profit_target,0.05,0.042075,0.85,True,True,False,2024
SMALLER_YES,5,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
SMALLER_YES,13,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
SMALLER_YES,9,stop_loss,-0.08,-0.0483,0.6,True,True,False,2024
SMALLER_YES,4,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
SMALLER_YES,2,profit_target,0.05,0.029699999999999997,0.6,True,True,False,2024
CONFIDENT_YES,49,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,11,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,2,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,12,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,4,profit_target,0.05,0.042075,0.85,True,True,False,2024
SMALLER_YES,27,stop_loss,-0.08,-0.0322,0.4,True,True,False,2024
CONFIDENT_YES,9,profit_target,0.05,0.042075,0.85,True,True,False,2024
CONFIDENT_YES,14,stop_loss,-0.08,-0.068425,0.85,True,True,False,2024
