ticker,event_date,drop_pct,stock_event_type,stock_event_severity,classification_confidence,primary_cause,secondary_factors,company_specific_factor,earnings_beat_miss,guidance_direction,store_description
COP,2020-06-09,3.3,macro_sensitivity,medium,medium,Energy-sector pullback tied to oil-price and recovery worries with no COP-specific catalyst,Prior rally in cyclicals/energy had been very extended,no,,,COP's decline fits the macro tape better than a stock-specific story with oil and recovery expectations softening.
BKNG,2020-06-09,3.4,demand_weakness,medium,medium,Ongoing travel-demand damage and restructuring with Agoda cutting ~1500 jobs and senior leaders taking 20% pay cuts,Travel/reopening stocks pulling back after a huge sprint higher,yes,,,The 1500-job cut at Agoda plus pay cuts reinforced that online travel demand was still deeply impaired.
BA,2020-06-09,6.0,demand_weakness,high,medium,Reopening/aviation reversal layered on top of unresolved 737 MAX risk and COVID air-travel damage,Boeing had been one of the most aggressively bid-up recovery trades making it vulnerable to snapback,yes,,,Boeing faced both a broken air-travel market and a not-yet-cleared MAX making it prime for reversal when cyclical rally paused.
FDX,2020-06-09,3.1,no_clear_catalyst,low,medium-low,Rotation/profit-taking with no FedEx-specific warning found and later June 30 earnings beat expectations,Transportation stocks had already moved sharply and were sensitive to recovery sentiment changes,no,,,FedEx later beat expectations so no evidence of a company-specific fundamental scare in the days before June 9.
XOM,2020-06-10,5.4,macro_sensitivity,high,high,Oil/recovery fears hitting energy shares with Exxon's weak earnings base amplifying after first quarterly loss in 30 years and $3B writedown,Concerns about dividend sustainability and capital spending plus OECD worst-peacetime-slump warning,yes,,,Exxon entered June from a weak fundamental starting point with a $610M loss and $3B writedown leaving no cushion when oil softened.
USB,2020-06-10,6.6,macro_sensitivity,high,high,Violent bank-sector unwind with S&P bank index falling 19% from June 5 high to June 24 low,Credit-loss fears and doubts about the pace of economic reopening,no,,,The 6.6% magnitude indicates a sector de-risking event rather than ordinary stock-specific news.
UBER,2020-06-10,4.8,competitive_threat,medium,high,Collapse of the Grubhub deal path as Just Eat Takeaway announced $7.3B stock deal on June 10 closing off Uber's M&A option,Ongoing pandemic weakness in the core ride-hailing business,yes,,,Uber lost a strategically meaningful M&A option while its legacy rides business was still under heavy COVID pressure.
SPG,2020-06-10,4.0,demand_weakness,medium,medium-low,Reopening-trade reversal in malls/retail real estate with no SPG-specific negative article found,Concerns about rent collection tenant solvency and pace of foot-traffic normalization,no,,,SPG had run hard on reopening optimism but gains were fragile given fundamental exposure to shutdowns and bankruptcies.
MS,2020-06-10,3.4,macro_sensitivity,medium,medium,Financial-sector reversal with no Morgan Stanley-specific negative catalyst found,Falling risk appetite and worries about capital-markets/credit visibility,no,,,MS was trading as a financial-beta vehicle caught in the pullback with no fresh corporate event in the window.
SCHW,2020-06-10,5.1,macro_sensitivity,medium,medium-high,Broader financial/brokerage selloff with the main stock-specific item being positive DOJ merger approval on June 4,Risk-off reversal after an overstretched rally in rate-sensitive financial names,no,,,The 5.1% drop was unlikely driven by company news since the best headline was a favorable regulatory milestone.
